0,0.17495016427710608,0.312419794499874,0.336206431034952,0.393578446004539,0.566714886110276,0.577996575040743,0.680360853672027,0.7328452905640004,0.825193256139755
0.17495016427710608,0.0,0.13746963022276704,0.161256266757846,0.21862828172743298,0.391764721833169,0.403046410763636,0.5054106893949211,0.5578951262868941,0.6502430918626481
0.312419794499874,0.13746963022276704,0.0,0.023786636535078065,0.08115865150466506,0.254295091610402,0.265576780540868,0.36794105917215303,0.42042549606412605,0.512773461639881
0.336206431034952,0.161256266757846,0.023786636535078065,0.0,0.05737201496958699,0.23050845507532303,0.24179014400579002,0.344154422637075,0.39663885952904804,0.488986825104803
0.393578446004539,0.21862828172743298,0.08115865150466506,0.05737201496958699,0.0,0.17313644010573603,0.18441812903620303,0.2867824076674881,0.33926684455946104,0.431614810135215
0.566714886110276,0.391764721833169,0.254295091610402,0.23050845507532303,0.17313644010573603,0.0,0.011281688930466993,0.11364596756175105,0.16613040445372407,0.25847837002947904
0.577996575040743,0.403046410763636,0.265576780540868,0.24179014400579002,0.18441812903620303,0.011281688930466993,0.0,0.10236427863128505,0.15484871552325807,0.24719668109901205
0.680360853672027,0.5054106893949211,0.36794105917215303,0.344154422637075,0.2867824076674881,0.11364596756175105,0.10236427863128505,0.0,0.05248443689197302,0.144832402467727
0.7328452905640004,0.5578951262868941,0.42042549606412605,0.39663885952904804,0.33926684455946104,0.16613040445372407,0.15484871552325807,0.05248443689197302,0.0,0.09234796557575398
0.825193256139755,0.6502430918626481,0.512773461639881,0.488986825104803,0.431614810135215,0.25847837002947904,0.24719668109901205,0.144832402467727,0.09234796557575398,0.0

